Weather1,Weather2,Weather3,Ego,NonEgo,Front,Back,Opposite,Delta_F0,Delta_F1,Delta_F2,Delta_F3,Y0,Y1,Y2,Y3,Y
4.0,22.0,56.0,38.0,25.0,3.0,0.0,2.0,1.5549037768458618e-07,0.8140106201171804,0.0,0.0,0,1,0,0,1
4.0,22.0,56.0,38.0,25.0,3.0,0.0,2.0,2.0732050348692965e-07,0.8140106201171804,0.0,0.0,0,1,0,0,1
4.0,22.0,56.0,38.0,25.0,3.0,0.0,2.0,2.0732050348692965e-07,0.9483184814453054,0.0,0.0,0,1,0,0,1
4.0,22.0,56.0,38.0,25.0,3.0,0.0,2.0,0.03560263177622908,70.65376806259155,0.0,1.0,0,1,0,0,1
4.0,23.0,93.0,8.0,0.0,2.0,0.0,1.0,2.591506294558066e-07,0.17630767822265625,0.0,0.0,0,1,0,0,1
4.0,23.0,93.0,8.0,0.0,2.0,0.0,1.0,5.701313847694678e-07,0.4730834960937429,0.0,0.0,0,1,0,0,1
4.0,23.0,93.0,8.0,0.0,2.0,0.0,1.0,0.06189361862514339,68.84854173660278,0.0,0.0,0,1,0,0,1
4.0,23.0,93.0,8.0,0.0,2.0,0.0,1.0,0.06189361862514339,69.7097477912903,0.0,0.0,0,1,0,0,1
4.0,23.0,93.0,8.0,0.0,2.0,0.0,1.0,0.06189361862514339,70.12657976150513,0.0,0.0,0,1,0,0,1
4.0,24.0,95.0,8.0,0.0,2.0,0.0,1.0,3.109807553136612e-07,0.4730834960937429,0.0,0.0,0,1,0,0,1
4.0,24.0,95.0,8.0,0.0,2.0,0.0,1.0,5.701313847694678e-07,0.4730834960937429,0.0,0.0,0,1,0,0,1
4.0,24.0,95.0,8.0,0.0,2.0,0.0,1.0,8.811121401941513e-07,1.7511215209960866,0.0,0.0,0,1,0,0,1
4.0,24.0,95.0,8.0,0.0,2.0,0.0,1.0,0.06189361862514339,70.12657976150513,0.0,0.0,0,1,0,0,1
4.0,36.0,83.0,25.0,9.0,0.0,2.0,0.0,1.5549037762907503e-07,1.06781005859375,0.0,0.0,0,1,0,0,1
4.0,36.0,83.0,25.0,9.0,0.0,2.0,0.0,2.073205035424408e-07,1.06781005859375,0.0,0.0,0,1,0,0,1
4.0,36.0,83.0,25.0,9.0,0.0,2.0,0.0,2.073205035424408e-07,70.49854898452759,0.0,1.0,0,1,0,0,1
